Dataset/Target/Cargo/20171116-22_002044.wav,357.0,Mono,32000
Dataset/Target/Cargo/20171114a-14_14.wav,383.0,Mono,32000
Dataset/Target/Cargo/20171123c-40_135730.wav,537.0,Mono,32000
Dataset/Target/Cargo/20171207d-82_100039.wav,229.0,Mono,32000
Dataset/Target/Cargo/20171205a-70_030344.wav,373.0,Mono,32000
Dataset/Target/Cargo/20171202e-64_141802.wav,559.0,Mono,32000
Dataset/Target/Cargo/20171111f-10_10.wav,291.0,Mono,32000
Dataset/Target/Cargo/20171210c-90_124043.wav,370.0,Mono,32000
Dataset/Target/Cargo/20171129c-56_075459.wav,543.0,Mono,32000
Dataset/Target/Cargo/20171115b-19_19.wav,341.0,Mono,32000
Dataset/Target/Cargo/20171213f-99_99.wav,186.0,Mono,32000
Dataset/Target/Cargo/20171125e-48_234924.wav,500.0,Mono,32000
Dataset/Target/Cargo/20171214f-105_215513.wav,464.0,Mono,32000
Dataset/Target/Cargo/20171213e-98_231302.wav,568.0,Mono,32000
Dataset/Target/Cargo/20171215d-110_110.wav,202.0,Mono,32000
Dataset/Target/Cargo/20171209-85_001029.wav,540.0,Mono,32000
Dataset/Target/Cargo/20171122d-38_38.wav,196.0,Mono,32000
Dataset/Target/Cargo/20171122c-37_113017.wav,465.0,Mono,32000
Dataset/Target/Cargo/20171202a-61_054923.wav,344.0,Mono,32000
Dataset/Target/Cargo/7dd6d0fe-831f-4a11-9837-1b4f629d429b.mp3,37.151927437641724,Mono,44100
Dataset/Target/Cargo/20171206a-77_014907.wav,368.0,Mono,32000
Dataset/Target/Cargo/20171126a-50_035027.wav,226.0,Mono,32000
Dataset/Target/Cargo/20171206-76_004911.wav,498.0,Mono,32000
Dataset/Target/Cargo/20171210a-89_020139.wav,382.0,Mono,32000
Dataset/Target/Cargo/20171214b-102_091542.wav,442.0,Mono,32000
Dataset/Target/Cargo/20171215-106_014609.wav,336.0,Mono,32000
Dataset/Target/Cargo/20171117b-25_055206.wav,378.0,Mono,32000
Dataset/Target/Cargo/20171212b-92_040423.wav,361.0,Mono,32000
Dataset/Target/Cargo/20171207f-83_190947.wav,250.0,Mono,32000
Dataset/Target/Cargo/20171121c-32_111158.wav,736.0,Mono,32000
Dataset/Target/Cargo/20171105a-3_3.wav,297.0,Mono,32000
Dataset/Target/Cargo/20171129-55_000645.wav,354.0,Mono,32000
Dataset/Target/Cargo/20171126c-52_063408.wav,372.0,Mono,32000
Dataset/Target/Cargo/20171128a-54_080742.wav,395.0,Mono,32000
Dataset/Target/Cargo/20171124c-42_134001.wav,406.0,Mono,32000
Dataset/Target/Cargo/20171214d-103_103.wav,199.0,Mono,32000
Dataset/Target/Cargo/20171212a-91_003918.wav,255.0,Mono,32000
Dataset/Target/Cargo/20171213-95_042800.wav,260.0,Mono,32000
Dataset/Target/Cargo/20171110-7_7.wav,534.0,Mono,32000
Dataset/Target/Cargo/20171212d-94_141302.wav,426.0,Mono,32000
Dataset/Target/Cargo/20171113-13_13.wav,347.0,Mono,32000
Dataset/Target/Cargo/20171115a-18_18.wav,436.0,Mono,32000
Dataset/Target/Cargo/20171130c-58_231720.wav,440.0,Mono,32000
Dataset/Target/Cargo/20171130-57_165031.wav,354.0,Mono,32000
Dataset/Target/Cargo/20171205f-72_114551.wav,313.0,Mono,32000
Dataset/Target/Cargo/20171114b-15_15.wav,187.0,Mono,32000
Dataset/Target/Cargo/20171114d-17_17.wav,218.0,Mono,32000
Dataset/Target/Cargo/20171215e-111_214529.wav,207.0,Mono,32000
Dataset/Target/Cargo/20171114c-16_16.wav,294.0,Mono,32000
Dataset/Target/Cargo/20171204b-68_201125.wav,356.0,Mono,32000
Dataset/Target/Cargo/20171207a-80_013045.wav,463.0,Mono,32000
Dataset/Target/Cargo/20171205h-74_140834.wav,410.0,Mono,32000
Dataset/Target/Cargo/20171215a-107_112126.wav,235.0,Mono,32000
Dataset/Target/Cargo/20171203-65_191824.wav,370.0,Mono,32000
Dataset/Target/Cargo/20171204-66_024305.wav,212.0,Mono,32000
Dataset/Target/Cargo/20171115d-20_20.wav,391.0,Mono,32000
Dataset/Target/Cargo/20171209c-87_140111.wav,411.0,Mono,32000
Dataset/Target/Cargo/20171106-4_4.wav,328.0,Mono,32000
Dataset/Target/Cargo/20171207-79_010450.wav,240.0,Mono,32000
Dataset/Target/Cargo/20171104-1_1.wav,457.0,Mono,32000
Dataset/Target/Cargo/20171112-12_12.wav,255.0,Mono,32000
Dataset/Target/Cargo/20171123-39_004508.wav,348.0,Mono,32000
Dataset/Target/Cargo/20171122b-36_075414.wav,267.0,Mono,32000
Dataset/Target/Cargo/20171212c-93_101404.wav,206.0,Mono,32000
Dataset/Target/Cargo/20171206e-78_78.wav,194.0,Mono,32000
Dataset/Target/Cargo/20171209b-86_054935.wav,208.0,Mono,32000
Dataset/Target/Cargo/20171121f-34_210343.wav,390.0,Mono,32000
Dataset/Target/Cargo/20171118-27_27.wav,196.0,Mono,32000
Dataset/Target/Cargo/20171124a-41_41.wav,183.0,Mono,32000
Dataset/Target/Cargo/20171201-59_080357.wav,307.0,Mono,32000
Dataset/Target/Cargo/20171202c-63_123015.wav,363.0,Mono,32000
Dataset/Target/Cargo/20171118a-28_074918.wav,488.0,Mono,32000
Dataset/Target/Cargo/20171202b-62_62.wav,198.0,Mono,32000
Dataset/Target/Cargo/20171121-31_031902.wav,1020.0,Mono,32000
Dataset/Target/Cargo/20171127-53_231436.wav,354.0,Mono,32000
Dataset/Target/Cargo/20171205e-71_111659.wav,275.0,Mono,32000
Dataset/Target/Cargo/20171207b-81_032120.wav,551.0,Mono,32000
Dataset/Target/Cargo/20171213b-96_96.wav,199.0,Mono,32000
Dataset/Target/Cargo/20171125d-47_214505.wav,213.0,Mono,32000
Dataset/Target/Cargo/20171204a-67_051220.wav,207.0,Mono,32000
Dataset/Target/Cargo/20171214a-101_075400.wav,319.0,Mono,32000
Dataset/Target/Cargo/20171117d-26_225044.wav,221.0,Mono,32000
Dataset/Target/Cargo/20171107b-6_6.wav,487.0,Mono,32000
Dataset/Target/Cargo/20171125c-46_134833.wav,586.0,Mono,32000
Dataset/Target/Cargo/20171214e-104_213748.wav,249.0,Mono,32000
Dataset/Target/Cargo/20171107-5_5.wav,208.0,Mono,32000
Dataset/Target/Cargo/20171120-30_214753.wav,324.0,Mono,32000
Dataset/Target/Cargo/20171208-84_005033.wav,366.0,Mono,32000
Dataset/Target/Cargo/20171126b-51_044753.wav,479.0,Mono,32000
Dataset/Target/Cargo/20171205-69_69.wav,184.0,Mono,32000
Dataset/Target/Cargo/20171125b-45_45.wav,363.0,Mono,32000
Dataset/Target/Cargo/20171213g-100_234857.wav,350.0,Mono,32000
Dataset/Target/Cargo/20171111g-11_11.wav,441.0,Mono,32000
Dataset/Target/Cargo/20171126-49_023314.wav,251.0,Mono,32000
Dataset/Target/Cargo/20171201a-60_111402.wav,293.0,Mono,32000
Dataset/Target/Passengership/20180821-18_153439.wav,221.0,Mono,32000
Dataset/Target/Passengership/20171020a-125_201024.wav,544.0,Mono,32000
Dataset/Target/Passengership/20170808-110_113313.wav,70.0,Mono,32000
Dataset/Target/Passengership/20170906-115_104632.wav,525.0,Mono,32000
Dataset/Target/Passengership/20180905c-183_212331.wav,394.0,Mono,32000
Dataset/Target/Passengership/20180619-174_062048.wav,25.0,Mono,32000
Dataset/Target/Passengership/20160827-36_043503.wav,283.0,Mono,32000
Dataset/Target/Passengership/20180412-154_110230.wav,85.0,Mono,32000
Dataset/Target/Passengership/20180828a-181_125034.wav,73.0,Mono,32000
Dataset/Target/Passengership/20170729a-107_151035.wav,652.0,Mono,32000
Dataset/Target/Passengership/20170114-53_053615.wav,53.0,Mono,32000
Dataset/Target/Passengership/20171229-136_201102.wav,300.0,Mono,32000
Dataset/Target/Passengership/20171106-127_044551.wav,173.0,Mono,32000
Dataset/Target/Passengership/20170616-94_174832.wav,463.0,Mono,32000
Dataset/Target/Passengership/20160506d-3_3.wav,556.0,Mono,32000
Dataset/Target/Passengership/20160603-15_042208.wav,458.0,Mono,32000
Dataset/Target/Passengership/20160827-37_37.wav,162.0,Mono,32000
Dataset/Target/Passengership/20170430-69_011712.wav,67.0,Mono,32000
Dataset/Target/Passengership/20171007-122_015806.wav,300.0,Mono,32000
Dataset/Target/Passengership/20180514-167_181453.wav,6.0,Mono,32000
Dataset/Target/Passengership/20161102-48_124450.wav,351.0,Mono,32000
Dataset/Target/Passengership/20171001-121_105017.wav,31.0,Mono,32000
Dataset/Target/Passengership/20180518-168_031804.wav,108.0,Mono,32000
Dataset/Target/Passengership/20180926-190_011928.wav,32.0,Mono,32000
Dataset/Target/Passengership/SanctSound_MB02_03_cruiseship_20190927T002033Z.wav,59.60160416666667,Mono,48000
Dataset/Target/Passengership/20180922-187_124737.wav,40.0,Mono,32000
Dataset/Target/Passengership/20171012-123_165340.wav,415.0,Mono,32000
Dataset/Target/Passengership/20180703-177_221012.wav,208.0,Mono,32000
Dataset/Target/Passengership/20160506-2_2.wav,334.0,Mono,32000
Dataset/Target/Passengership/20170627a-98_152638.wav,178.0,Mono,32000
Dataset/Target/Passengership/20170312-59_153853.wav,104.0,Mono,32000
Dataset/Target/Passengership/20160529-13_083740.wav,229.0,Mono,32000
Dataset/Target/Passengership/20180722-179_181231.wav,626.0,Mono,32000
Dataset/Target/Passengership/20180524-172_225612.wav,236.0,Mono,32000
Dataset/Target/Passengership/20180420-155_033310.wav,368.0,Mono,32000
Dataset/Target/Passengership/20170417-67_025741.wav,265.0,Mono,32000
Dataset/Target/Passengership/20180330-151_032743.wav,1020.0,Mono,32000
Dataset/Target/Passengership/20160505-1_1.wav,37.0,Mono,32000
Dataset/Target/Passengership/20161028a-47_224803.wav,320.0,Mono,32000
Dataset/Target/Passengership/20160521a-10_041411.wav,364.0,Mono,32000
Dataset/Target/Passengership/20180120-139_191134.wav,217.0,Mono,32000
Dataset/Target/Passengership/20160625a-22_041906.wav,385.0,Mono,32000
Dataset/Target/Passengership/20170723-105_095606.wav,300.0,Mono,32000
Dataset/Target/Passengership/20170605a-91_191933.wav,26.0,Mono,32000
Dataset/Target/Passengership/20170511a-76_195844.wav,569.0,Mono,32000
Dataset/Target/Passengership/20170506a-71_114552.wav,350.0,Mono,32000
Dataset/Target/Passengership/20170111-51_193600.wav,300.0,Mono,32000
Dataset/Target/Passengership/20170527-86_013032.wav,53.0,Mono,32000
Dataset/Target/Passengership/20170322-60_061551.wav,24.0,Mono,32000
Dataset/Target/Passengership/20180506a-163_105313.wav,490.0,Mono,32000
Dataset/Target/Passengership/20180630-175_094326.wav,349.0,Mono,32000
Dataset/Target/Passengership/20171017-124_095628.wav,360.0,Mono,32000
Dataset/Target/Passengership/20160916a-43_124641.wav,282.0,Mono,32000
Dataset/Target/Passengership/20160604-16_16.wav,11.0,Mono,32000
Dataset/Target/Passengership/20180915-78_062231.wav,24.0,Mono,32000
Dataset/Target/Passengership/20180711-178_094820.wav,349.0,Mono,32000
Dataset/Target/Passengership/20160917a-44_184735.wav,230.0,Mono,32000
Dataset/Target/Passengership/20180406a-153_151655.wav,330.0,Mono,32000
Dataset/Target/Passengership/20160606-17_17.wav,26.0,Mono,32000
Dataset/Target/Passengership/20180320-148_103759.wav,63.0,Mono,32000
Dataset/Target/Passengership/20170912a-116_184302.wav,401.0,Mono,32000
Dataset/Target/Passengership/20170617a-96_073155.wav,1887.0,Mono,32000
Dataset/Target/Passengership/20180506-162_054035.wav,93.0,Mono,32000
Dataset/Target/Passengership/20161019a-46_174803.wav,337.0,Mono,32000
Dataset/Target/Passengership/20170215-55_152700.wav,476.0,Mono,32000
Dataset/Target/Passengership/20180213-143_234934.wav,120.0,Mono,32000
Dataset/Target/Passengership/20180630a-176_200100.wav,427.0,Mono,32000
Dataset/Target/Passengership/SanctSound_MB02_03_cruiseshiphighfreqantifouling_20190926T204022Z_46dBgain_033xSpeed-fixed.wav,26.666666666666668,Mono,48000
Dataset/Target/Passengership/20181003-193_012519.wav,156.0,Mono,32000
Dataset/Target/Passengership/20171105-126_235036.wav,8.0,Mono,32000
Dataset/Target/Passengership/20170429a-68_102113.wav,109.0,Mono,32000
Dataset/Target/Passengership/20170330-61_175151.wav,143.0,Mono,32000
Dataset/Target/Passengership/20161214-50_50.wav,163.0,Mono,32000
Dataset/Target/Passengership/20180125-140_071504.wav,284.0,Mono,32000
Dataset/Target/Passengership/20180519-169_012744.wav,46.0,Mono,32000
Dataset/Target/Passengership/20170508-72_035234.wav,236.0,Mono,32000
Dataset/Target/Passengership/20170503c-70_201813.wav,12.0,Mono,32000
Dataset/Target/Passengership/1cc5583b-fe72-4cb2-b64c-563bd87ad91b.mp3,120.45730158730159,Stereo,44100
Dataset/Target/Passengership/20170522-85_110529.wav,372.0,Mono,32000
Dataset/Target/Passengership/20180502-158_030648.wav,20.0,Mono,32000
Dataset/Target/Passengership/20180313a-147_181647.wav,141.0,Mono,32000
Dataset/Target/Passengership/20180202-141_134746.wav,274.0,Mono,32000
Dataset/Target/Passengership/20170601-88_112643.wav,284.0,Mono,32000
Dataset/Target/Passengership/20180503-159_153434.wav,364.0,Mono,32000
Dataset/Target/Passengership/20180905b-182_061547.wav,235.0,Mono,32000
Dataset/Target/Passengership/20180617-173_201949.wav,176.0,Mono,32000
Dataset/Target/Passengership/20180929-192_012612.wav,8.0,Mono,32000
Dataset/Target/Passengership/20180827-180_182309.wav,106.0,Mono,32000
Dataset/Target/Passengership/20170915-119_210154.wav,24.0,Mono,32000
Dataset/Target/Passengership/20180913-184_181821.wav,60.0,Mono,32000
Dataset/Target/Passengership/20180914-185_182348.wav,411.0,Mono,32000
Dataset/Target/Passengership/20160807a-31_31.wav,16.0,Mono,32000
Dataset/Target/Passengership/20170802-108_230730.wav,249.0,Mono,32000
Dataset/Target/Passengership/20160515-8_8.wav,12.0,Mono,32000
Dataset/Target/Passengership/20170517b-83_225337.wav,123.0,Mono,32000
Dataset/Target/Passengership/20171120-131_163321.wav,158.0,Mono,32000
Dataset/Target/Passengership/20160528-12_12.wav,18.0,Mono,32000
Dataset/Target/Passengership/20170629-99_012112.wav,274.0,Mono,32000
Dataset/Target/Passengership/20170218-56_050212.wav,218.0,Mono,32000
Dataset/Target/Passengership/20170625-97_000157.wav,37.0,Mono,32000
Dataset/Target/Passengership/20160910-42_035117.wav,322.0,Mono,32000
Dataset/Target/Passengership/20170508a-73_152055.wav,7.0,Mono,32000
Dataset/Target/Passengership/20180505-160_063136.wav,152.0,Mono,32000
Dataset/Target/Passengership/20170202-54_183738.wav,1300.0,Mono,32000
Dataset/Target/Passengership/20180923-188_012316.wav,44.0,Mono,32000
Dataset/Target/Passengership/20170826a-111_043132.wav,74.0,Mono,32000
Dataset/Target/Passengership/20160716-26_035748.wav,319.0,Mono,32000
Dataset/Target/Passengership/20170408a-66_224944.wav,50.0,Mono,32000
Dataset/Target/Passengership/20170510-75_113409.wav,350.0,Mono,32000
Dataset/Target/Passengership/20180522-171_064727.wav,780.0,Mono,32000
Dataset/Target/Passengership/20170905-113_224957.wav,140.0,Mono,32000
Dataset/Target/Passengership/20180501-157_112008.wav,360.0,Mono,32000
Dataset/Target/Passengership/20180329-150_181312.wav,72.0,Mono,32000
Dataset/Target/Passengership/20170605-90_174603.wav,300.0,Mono,32000
Dataset/Target/Passengership/20180511-165_101015.wav,8.0,Mono,32000
Dataset/Target/Passengership/20160727-29_29.wav,36.0,Mono,32000
Dataset/Target/Passengership/20161003b-45_175305.wav,320.0,Mono,32000
Dataset/Target/Passengership/20170803-109_231129.wav,118.0,Mono,32000
Dataset/Target/Passengership/20170613-92_162550.wav,267.0,Mono,32000
Dataset/Target/Passengership/20170520a-84_174851.wav,118.0,Mono,32000
Dataset/Target/Passengership/20160516a-9_9.wav,11.0,Mono,32000
Dataset/Target/Passengership/20170709-101_095127.wav,720.0,Mono,32000
Dataset/Target/Passengership/20180406-152_135944.wav,119.0,Mono,32000
Dataset/Target/Passengership/20170331-62_044959.wav,176.0,Mono,32000
Dataset/Target/Passengership/20160616a-20_165320.wav,390.0,Mono,32000
Dataset/Target/Passengership/20170906-114_104632.wav,525.0,Mono,32000
Dataset/Target/Passengership/20180215-144_185044.wav,31.0,Mono,32000
Dataset/Target/Passengership/20170401-64_000636.wav,19.0,Mono,32000
Dataset/Target/Passengership/20170111-52_193600.wav,300.0,Mono,32000
Dataset/Target/Passengership/20180905a-19_211808.wav,160.0,Mono,32000
Dataset/Target/Passengership/20180307-146_075607.wav,235.0,Mono,32000
Dataset/Target/Passengership/20170219-57_153805.wav,533.0,Mono,32000
Dataset/Target/Passengership/20170725-106_143547.wav,39.0,Mono,32000
Dataset/Target/Passengership/20170530a-87_165315.wav,369.0,Mono,32000
Dataset/Target/Passengership/20170720a-104_110917.wav,17.0,Mono,32000
Dataset/Target/Passengership/20160909-41_41.wav,23.0,Mono,32000
Dataset/Target/Passengership/20160507a-4_4.wav,204.0,Mono,32000
Dataset/Target/Passengership/20171116-130_161921.wav,230.0,Mono,32000
Dataset/Target/Passengership/20170716-103_111744.wav,719.0,Mono,32000
Dataset/Target/Passengership/20180917-81_035007.wav,8.0,Mono,32000
Dataset/Target/Passengership/20171110-129_224141.wav,300.0,Mono,32000
Dataset/Target/Passengership/20160507b-5_5.wav,14.0,Mono,32000
Dataset/Target/Passengership/20180520-170_120550.wav,340.0,Mono,32000
Dataset/Target/Passengership/20160724a-27_27.wav,33.0,Mono,32000
Dataset/Target/Passengership/20170925-120_101039.wav,156.0,Mono,32000
Dataset/Target/Passengership/20160831-38_034757.wav,238.0,Mono,32000
Dataset/Target/Passengership/20161208-49_163603.wav,580.0,Mono,32000
Dataset/Target/Passengership/20170514-80_060420.wav,40.0,Mono,32000
Dataset/Target/Passengership/20170715-102_041047.wav,280.0,Mono,32000
Dataset/Target/Passengership/20180921-186_111213.wav,362.0,Mono,32000
Dataset/Target/Passengership/20170517a-82_162940.wav,29.0,Mono,32000
Dataset/Target/Passengership/20170616a-95_231343.wav,150.0,Mono,32000
Dataset/Target/Passengership/20160908a-40_174717.wav,429.0,Mono,32000
Dataset/Target/Passengership/20170827-112_033909.wav,370.0,Mono,32000
Dataset/Target/Passengership/20180925-189_012450.wav,11.0,Mono,32000
Dataset/Target/Passengership/20180426-156_114757.wav,39.0,Mono,32000
Dataset/Target/Passengership/20170401-63_000636.wav,19.0,Mono,32000
Dataset/Target/Passengership/20171106a-128_184906.wav,19.0,Mono,32000
Dataset/Target/Passengership/20170603-89_012058.wav,50.0,Mono,32000
Dataset/Target/Passengership/20160629a-23_23.wav,130.0,Mono,32000
Dataset/Target/Passengership/20171210-135_021603.wav,339.0,Mono,32000
Dataset/Target/Passengership/20160507c-6_6.wav,30.0,Mono,32000
Dataset/Target/Passengership/20170912b-118_201835.wav,172.0,Mono,32000
Dataset/Target/Passengership/20180506b-164_113050.wav,366.0,Mono,32000
Dataset/Target/Passengership/20180926a-191_012514.wav,6.0,Mono,32000
Dataset/Target/Passengership/20170408-65_040520.wav,298.0,Mono,32000
Dataset/Target/Passengership/20171208d-134_023937.wav,22.0,Mono,32000
Dataset/Target/Passengership/20160522-11_182048.wav,481.0,Mono,32000
Dataset/Target/Passengership/20171207-133_162949.wav,202.0,Mono,32000
Dataset/Target/Passengership/20160629b-24_135359.wav,1079.0,Mono,32000
Dataset/Target/Passengership/20170701-100_013614.wav,56.0,Mono,32000
Dataset/Target/Passengership/20160827-35_043503.wav,283.0,Mono,32000
Dataset/Target/Passengership/20170513a-79_201854.wav,24.0,Mono,32000
Dataset/Target/Passengership/20170615-93_124844.wav,122.0,Mono,32000
Dataset/Target/Passengership/20160813a-32_32.wav,54.0,Mono,32000
Dataset/Target/Passengership/20170512a-77_113827.wav,195.0,Mono,32000
Dataset/Target/Passengership/20180513-166_084039.wav,369.0,Mono,32000
Dataset/Target/Passengership/20160904a-39_035818.wav,278.0,Mono,32000
Dataset/Target/Passengership/9ff56b54-6739-4440-a28e-26a251bc9f78.mp3,31.207619047619048,Mono,44100
Dataset/Target/Passengership/20160820a-33_33.wav,112.0,Mono,32000
Dataset/Target/Passengership/20180326-149_180641.wav,392.0,Mono,32000
Dataset/Target/Passengership/20160724b-28_110548.wav,253.0,Mono,32000
Dataset/Target/Passengership/20170219-58_153805.wav,533.0,Mono,32000
Dataset/Target/Passengership/20170509-74_174012.wav,364.0,Mono,32000
Dataset/Target/Passengership/20160616b-21_200904.wav,797.0,Mono,32000
Dataset/Target/Passengership/20160601c-14_14.wav,48.0,Mono,32000
Dataset/Target/Passengership/20171122-132_071915.wav,14.0,Mono,32000
Dataset/Target/Passengership/20160806-30_30.wav,6.0,Mono,32000
Dataset/Target/Passengership/20170912a-117_184302.wav,401.0,Mono,32000
Dataset/Target/Passengership/20160514-7_113853.wav,350.0,Mono,32000
Dataset/Target/Passengership/20180505a-161_101511.wav,339.0,Mono,32000
Dataset/Target/Passengership/20160821a-34_174334.wav,346.0,Mono,32000
Dataset/Target/Passengership/20180219-145_034422.wav,196.0,Mono,32000
Dataset/Target/Passengership/20180912-25_034620.wav,118.0,Mono,32000
Dataset/Target/Passengership/20180205-142_230715.wav,330.0,Mono,32000
Dataset/Target/Underwater Communication Signals/HLF-5-Active-Sonar.wav,7.9412244897959186,Stereo,44100
Dataset/Target/Underwater Communication Signals/M-Sequence-communication-sonar.wav,15.650249433106575,Stereo,44100
Dataset/Target/Seal bomb/SanctSound_CI05_01_sealbombs_20181203T081102Z.wav,60.0,Mono,96000
Dataset/Target/Seal bomb/SanctSound_MB01_05_sealbomb_20200430T171154Z.wav,6.366041666666667,Mono,48000
